atlas,system,api_name,api_url,called_by,functional,method
Spain,data-quality,profiles_all,https://data-quality.gbif.es/api/v1/data-profiles,show_all-profiles,TRUE,GET
Spain,data-quality,profiles_lookup,https://data-quality.gbif.es/api/v1/quality/activeProfile?profileName={profile},show_values-profiles,TRUE,GET
Spain,logger,logger_reasons,https://logger.gbif.es/service/logger/reasons,show_all-reasons,TRUE,GET
Spain,name-matching,names_lookup,https://name-matching.gbif.es/api/getByTaxonID,search_identifiers,TRUE,GET
Spain,name-matching,names_search_multiple,https://name-matching.gbif.es/api/searchByClassification,search_taxa,TRUE,GET
Spain,name-matching,names_search_single,https://name-matching.gbif.es/api/search?q={name},search_taxa,TRUE,GET
Spain,records,records_assertions,https://registros-ws.gbif.es/assertions/codes,show_all-assertions,TRUE,GET
Spain,records,records_counts,https://registros-ws.gbif.es/occurrences/search,atlas_counts,TRUE,GET
Spain,records,records_facets,https://registros-ws.gbif.es/occurrence/facets,"atlas_counts, show_values-fields",TRUE,GET
Spain,records,records_fields,https://registros-ws.gbif.es/index/fields,show_all-fields,TRUE,GET
Spain,records,records_occurrences,https://registros-ws.gbif.es/occurrences/offline/download,atlas_occurrences,TRUE,GET
Spain,records,records_query,https://registros-ws.gbif.es/webportal/params,atlas_occurrences,TRUE,GET
Spain,records,records_species,https://registros-ws.gbif.es/occurrences/facets/download,atlas_species,TRUE,GET
Spain,spatial,spatial_layers,https://espacial.gbif.es/ws/layers,show_all-fields,TRUE,GET
Spain,species,species_children,https://especies-ws.gbif.es/childConcepts/,atlas_taxonomy,TRUE,GET
Spain,species,species_lookup,https://especies-ws.gbif.es/species,atlas_taxonomy,TRUE,GET
Sweden,collections,collections_collections,https://collections.biodiversitydata.se/ws/collection,show_all-collections,TRUE,GET
Sweden,collections,collections_datasets,https://collections.biodiversitydata.se/ws/dataResource,show_all-datasets,TRUE,GET
Sweden,collections,collections_providers,https://collections.biodiversitydata.se/ws/dataProvider,show_all-providers,TRUE,GET
